CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U70102GJ2009PTC056950,HIMALAYA HIGH-TECH REALITY PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2009-05-15,"2 SHASHI PARK SOC MAKTAMPURA   MAKTAMPURA,AHMEDABAD,Ahmedabad,Gujarat,380055-India",Unlisted,Converted to LLP,gujarat,Indian,70102,Real Estate and Renting
U01403GJ2013PTC073286,ICON FARM SERVICES PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-01-07,"SURVEY NO,223, PLOT NO.15, GULMAHOR BUNGLOWS,   OPP HOTEL AMANTRAN, NEAR NEW RTO OFFICE,HIMATNAGAR,Sabar Kantha,Gujarat,383001-India",Unlisted,Strike Off,gujarat,Indian,01403,Agriculture and Allied Activities
U70102GJ2011PLC065162,A.L.C. INFRA LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Public,20000000.00,10500000.00,2011-04-27,"S-215/B,ABHISHEK-3 MARKET,ASARWA BRIDGE   CIVIL ROAD,Ahmedabad,Ahmedabad,Gujarat,380016-India",Unlisted,Active,gujarat,Indian,70102,Real Estate and Renting
U01403GJ2014PTC078122,PRABHUDAS NATURAL RESOURCES PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-01-02,"10, VIKRAM PARK SOCIETY   NEAR RAMESHWAR TEMPLE, ELLORA PARK,VADODARA,Gujarat,390023-India",Unlisted,Active,gujarat,Indian,01403,Agriculture and Allied Activities
U70102GJ2011PTC068276,SPARSH PROCON PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,1500000.00,150500.00,2011-12-17,"218 SAMAN COMPLEX,NEAR KAMESHWAR SCHOOL,   JODHPUR CROSS ROAD, SATELLITE,,AHMEDABAD,Gujarat,380015-India",Unlisted,Active,gujarat,Indian,70102,Real Estate and Renting
U70102GJ2012PTC069113,M & U DEVELOPERS PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2012-02-21,"252, ELLISBRIDGE SHOPPING CENTER   NR. ELLISBRIDGE POLICE STATION, OPP. TOW,N HALL,AHMEDABAD,Ahmedabad,Gujarat,380006-India",Unlisted,Active,gujarat,Indian,70102,Real Estate and Renting
U70102GJ2013PTC073424,AMBE MAA SHAKTI REALTY PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-01-22,"Mogara Falia, AT & Post Kansad,   Via Sachin, Tal. Choryasi,Surat,Surat,Gujarat,394230-India",Unlisted,Strike Off,gujarat,Indian,70102,Real Estate and Renting
U85300GJ2019NPL106881,IDHS FOUNDATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-02-28,"A-507, SHAPATH HEXA, NR SOLA BRIDGE   OPP GUJARAT HIGH COURT,S.G.HIGHWAY,AHMEDABAD,Ahmedabad,Gujarat,380060-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2019NPL110324,UKTI WELFARE FOUNDATION,ROC Ahmedabad,Company limited by guarantee,Non-government company,Private,0.00,0.00,2019-10-15,"61/62 RADHE PARK SOC.,   PIRAMAN/CHURCH ROAD,,ANKLESHWAR,Bharuch,Gujarat,393001-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2019NPL110951,MOKSHAMAA INFINITY LIFE ORGANIZATION FORUM,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-11-22,"27, 3RD FLOOR, PATEL AVENUE,,NR GURUDWARA, S.G. HIGHWAY,Ahmadabad City,Ahmedabad,Gujarat,380054-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2019PTC107452,MEDICIVE MULTISPECIALITY HOSPITAL PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-04-03,"Plot no -958/2 , Ground Floor,   Sector - 7/C ,,GANDHINAGAR,Gandhinagar,Gujarat,382007-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2020NPL112756,JWELLBUZZ IMITATION FOUNDATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-02-17,"SHREE SWASTIC TEXTILE WOOD WORK,WOODEN   ARTICLES MANUFACTURER,187/3,PARMANAND,DUDHESWAR ROAD, AHMEDABAD,Ahmedabad,Gujarat,380001-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2020NPL116033,INTERNATIONAL CENTER OF EXCELLENCE FOR MEDIATION AND ARBITRATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,10000.00,10000.00,2020-09-01,"40, ELLIS BRIDGE SHOPPING CENTRE,   NR. ELLIS BRIDGE POLICY CHOWKY,,AHMEDABAD,Ahmedabad,Gujarat,380006-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2020NPL117960,YOGAROGYAM FOUNDATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,11000.00,11000.00,2020-11-04,"B-6 Kalindri SOC,   AT. Bopal TA. Dascroi,,Ahmadabad,Ahmedabad,Gujarat,382430-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2020NPL118410,ROTARY CLUB OF CHIKHLI RIVER FRONT FOUNDATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,3000.00,2020-11-24,"B/S NO: 867/pl, 867/p2   AT: ALIPORE, TA: CHIKHLI,NAVSARI,Navsari,Gujarat,396409-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U24231GJ1991PTC014846,AURUM AGROCHEM PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,1500000.00,1340200.00,1991-01-03,"AURUM AGRO-CHEM PVT LTDBLOCK NO 748 NR CHEMICO   VILLAGE : MANJUSAR,TAL: SAVLI DIST: BARODA,Gujarat,391775-India",Unlisted,Active,gujarat,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U24231GJ1991PTC016152,TRIPADA CHEMICALS PVT.LTD.,ROC Ahmedabad,Company limited by shares,Non-government company,Private,1000000.00,40000.00,1991-08-22,"PLOT NO.9/10,VILLAGE:LSAPARDISTT.RAJKOT,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U24231GJ1991PTC016689,RESILENE NEO CHEMICAL PVT. LTD.,ROC Ahmedabad,Company limited by shares,Non-government company,Private,1000000.00,0.00,1991-11-27,"31, NIRMAN SOCIETY, ALKAPURIBARODA.,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U85300GJ2021NPL122361,SAIYAD FOUNDATION,ROC Ahmedabad,Company limited by guarantee,Non-government company,Private,0.00,0.00,2021-04-30,"A-37 BAVAREHAN NAGAR,   BHARUCH, VILL - BHARUCH, TAL - BHARUCH,,BHARUCH,Bharuch,Gujarat,392001-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2021NPL125315,TECH AGRO WELFARE FOUNDATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-09-03,"91, Gujarat Housing Board   Chandkheda,,Ahmedabad,Ahmedabad,Gujarat,382424-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U24231GJ1992PTC018082,KIRTI OILS AND CHEMICALS PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,700000.00,698020.00,1992-07-30,"A/61, MARUTI INDUSTRIAL ESTATE,   OPP. NARODA FIRE STATION, NARODA ROAD,,AHMEDABAD,Gujarat,382330-India",Unlisted,Strike Off,gujarat,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U85300GJ2021NPL127601,FEDERATION OF INDUSTRIAL AND ECONOMIC GROWTH,ROC Ahmedabad,Company limited by shares,Non-government company,Private,10000.00,10000.00,2021-11-29,"FF B 11 DARSHANAM ELITE   NR. SAI SARJAN, SUN PHARMA,Vadodara,Vadodara,Gujarat,390012-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2021NPL127874,SAB LOK FOUNDATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,5000.00,5000.00,2021-12-09,"TOWN-T-203, SUNGOLD COMPLEX   OPP BASIL SCHOOL JAMBUVA VILLAGE,VADODARA,Vadodara,Gujarat,390014-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U24231GJ1993PTC018778,MAYANK AND LILI PHARMA PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,10000000.00,2506000.00,1993-01-05,"CHHAYA NIWAS 2ND FLOORMAI MANDIR KHANCHO SANTRAM   ROAD ;-,NADIAD,Gujarat,380001-India",Unlisted,Active,gujarat,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U24231GJ1993PTC019790,SIDDHARTH CHLOROCHEM PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,7000000.00,7000000.00,1993-07-07,"L-5 3/82 SHASTRINAGARNARANPURA,AHMEDABAD,Gujarat,380013-India",Unlisted,Active,gujarat,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U24231GJ1993PTC020385,NOVA HERBALS PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,0.00,1993-10-11,"2-P,VASANT VIHAR,NR.MITHAKALISIX ROAD,AHMEDABAD.,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U24231GJ1993PTC020455,ULTRA GRAFIC LINKS PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,0.00,1993-10-18,"14/22, CITY MILL COMPOUND,KANKARIA ROAD,AHMEDABAD.,NA,Ahmedabad,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U85300GJ2022NPL129162,PRAKRUTTOM ARK HERBAL CARE PRODUCTS ASSOCIATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-02-07,"PLOT NO 1402/1-B GIDC UMA   VILLAGE UMBERGAON, TAL UMBERGAON,UMBERGAON,Valsad,Gujarat,396171-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U85300GJ2022NPL129960,SAYFNA INDIA FOUNDATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-03-09,"79/470,VIJAY NAGAR,   NARANPURA,AHMEDABAD,Ahmedabad,Gujarat,380013-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U51901GJ1996PTC031324,RATNAKAR EXPORTS PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,500000.00,0.00,1996-12-18,"GAJJAR BUNGLOW,OPP.GUJARATHIGH COURT   NEAR SAMRUDDHI, NAVRANGPURA,,AHMEDABAD.,Ahmedabad,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,51901,Trading
U51909GJ1947PTC000819,VINOD PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,1000000.00,700000.00,1947-08-21,"LALLUBHAI BLDG LAKHAJI RAJRD,RAJKOT,Gujarat,000000-India",Unlisted,Active,gujarat,Indian,51909,Trading
U51909GJ1950PLC000851,GANDHIDHAM ENTERPRISES LTD,ROC Ahmedabad,Company limited by guarantee,Non-government company,Public,0.00,0.00,1950-03-11,"MADANSINGH CHOWK, ADIPURGANDHIDHAM, KUTCH.,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U85300GJ2022PTC133122,WELLSTAR HEALTHCARE PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,1100000.00,700000.00,2022-06-22,"14, Sardar Nagar, Opp Gitanjali Flates,Rajkot,Rajkot,Gujarat,360001-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U51909GJ1985PTC007701,KHARAGHODA MAGNERA WORKS PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,500000.00,0.00,1985-03-04,"HARISH SALT TRADERS   ZAILIN BAZAR - DIST : SURENDRA NAGAR,PATDI,Ahmedabad,Gujarat,382765-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U85300GJ2023NPL138121,NYP SPORTS FOUNDATION,ROC Ahmedabad,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-01-05,"85, NEW NANDINI H ASSOCIATION   OLD AERODROME KOTI NI RANG, HANSOL,AHMEDABAD,Ahmedabad,Gujarat,382340-India",Unlisted,Active,gujarat,Indian,85300,"Community, personal and Social Services"
U51909GJ1987PTC009923,FENI MARKETING PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,5000000.00,4920000.00,1987-08-24,"508 MAHAKANTV S HOSPITAL,AHMEDABAD,Ahmedabad,Gujarat,380004-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U51909GJ1988PTC011296,MAHADEO MARKETING PVT LTD.,ROC Ahmedabad,Company limited by shares,Non-government company,Private,500000.00,0.00,1988-09-27,"216, RELIEF SHOPPING CENTRE,NR. G.P.O.AHMEDABAD.,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
