CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U74999MN2005PLC007649,MANIPUR ESSENTIAL COMMODITIES MARKETING SERVICES LIMITED,ROC Shillong,Company limited by shares,Non-government company,Public,500000.00,100000.00,2005-02-04,"SANGAIPAROUAIRPORT ROAD,IMPHAL,Manipur,795001-India",Unlisted,Strike Off,manipur,Indian,74999,Business Services
U74999MN2017PTC013556,TINGPLIK INFRA AND ENERGY SERVICES PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-08-01,"Neikanlong Thangmeiband   PO Lamphel,Impal West,West Imphal,Manipur,795004-India",Unlisted,Strike Off,manipur,Indian,74999,Business Services
U74999MN2018PTC013634,BSTB IMPHAL PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,100000.00,75000.00,2018-03-12,"BASHIKHONG KITANA PANUNG NEAR BASHIKHONG BAZAR   IMPHAL East,IMPHAL,East Imphal,Manipur,795008-India",Unlisted,Active,manipur,Indian,74999,Business Services
U74999MN2018PTC013758,LEIKA INFRASTRUCTURE PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-10-25,"C/o Md. Abdul Karim Khan, Sangaiyumpham,   Nungphou Bazar,Po Wangjing, Thoubal dist,IMPHAL,East Imphal,Manipur,795148-India",Unlisted,Active,manipur,Indian,74999,Business Services
U74999MN2020PTC014118,CHINGANGBAM ENGINEERING AND CONSULTANTS PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1000000.00,10000.00,2020-07-28,"C/O. MR. CH. MANEKSHAW SINGH IED-III   10-EA-12/9 WANGKHEI WANGKHEIMAYUM LEIRAK,IMPHAL,East Imphal,Manipur,795001-India",Unlisted,Strike Off,manipur,Indian,74999,Business Services
U92490MN2022PTC014699,EPOM MEDIA PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1500000.00,1000000.00,2022-11-22,"C/O TONGBRAM RISHIKANTA,   SEGA ROAD, THOUDA BHAVOK LEIKAI,,IMPHAL,West Imphal,Manipur,795001-India",Unlisted,Active,manipur,Indian,92490,"Community, personal and Social Services"
U74994MN2019PTC013959,CHUMTHANG MAKHONG ENTERPRISES PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2019-10-09,"C/O. ANGOM KARNA, IED-III 8-D-126TH   SINGJAMEI MATHAK CHONGTHAM LEIKAI INDO-B,IMPHAL WEST,West Imphal,Manipur,795005-India",Unlisted,Active,manipur,Indian,74994,Business Services
U01100MN2020PTC014185,RJV VICTO INDUSTRIES PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1000000.00,500000.00,2020-11-06,"231570B0012 Bashikhong, Bashikhong North   Bashikhong Road, Meira Club,,Imphal,East Imphal,Manipur,795008-India",Unlisted,Active,manipur,Indian,01100,Agriculture and Allied Activities
U01100MN2022PTC014505,LOUMIGI THOUNA FARMER PRODUCER COMPANY LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1000000.00,500000.00,2022-03-04,"c/o Khundrakpam Ratan Singh, Ingourok   awang leikai Ingourok, Yairipok Thoubal,Thoubal,Thoubal,Manipur,795149-India",Unlisted,Active,manipur,Indian,01100,Agriculture and Allied Activities
U31909MN1990PLC003391,USHA MANITRON TELECOMMUNICATIONS LTD,ROC Shillong,Company limited by shares,Non-government company,Public,10000000.00,210.00,1990-01-09,"INDUSTRIAL ESTATETAKYELPAT   IMPHAL,MANIPUR,Manipur,000000-India",Unlisted,Strike Off,manipur,Indian,31909,Manufacturing (Machinery and Equipments)
U01110MN2020PTC014193,CHING TAM VENTURES PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,5000000.00,1000000.00,2020-11-19,"C/O Shougrakpam Amorjit Singh, Samushang   Shantipur Awang Leikai, PO/ PS Wangoi,IMPHAL,West Imphal,Manipur,795009-India",Unlisted,Strike Off,manipur,Indian,01110,Agriculture and Allied Activities
U01113MN2017PTC013531,GAITHAO PRODUCER COMPANY LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1500000.00,220000.00,2017-05-16,"LONGMAI BAZAR   PO&PS - LONGMAI,LONGMAI,Tamenglong,Manipur,795159-India",Unlisted,Active,manipur,Indian,01113,Agriculture and Allied Activities
