CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U85300LD2020NPL024320,ISLAND SENSE FOUNDATION,ROC Ernakulam,Company limited by guarantee,Non-government company,Public,0.00,0.00,2020-09-10,"SHAREEFA STORE, FIRST FLOOR,   AIRPORT ROAD, NEAR GOVT SENIOR SCHOOL,AGATTI,Lakshadweep,Lakshadweep,682553-India",Unlisted,Active,lakshadweep,Indian,85300,"Community, personal and Social Services"
U63010LD2009PTC019306,WHITESANDS FREIGHT PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,100000.00,100000.00,2009-09-08,"NEONAZBEACHVILLAAIRPORTROAD,SOUTHERNEND,KAVARATTI,Lakshadweep,682555-India",Unlisted,Strike Off,lakshadweep,Indian,63010,"Transport, storage and Communications"
U79110LD2023PTC024405,CORAL DESTINATION PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-11-21,"Puthiya Illam Building,Hospital Road,Kalpeni,Lakshadweep,Lakshadweep,Lakshadweep,682557-India",Unlisted,Active,lakshadweep,Indian,79110,"Community, personal and Social Services"
U01409LD2021PTC024324,MINICOY FARMERS PRODUCER COMPANY LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2021-02-17,"BADA VILLAGE   MINICOY ISLAND,LAKSHADWEEP,Lakshadweep,Lakshadweep,682559-India",Unlisted,Active,lakshadweep,Indian,01409,Agriculture and Allied Activities
U92490LD2018GOI024313,LAKSHADWEEP TOURISM DEVELOPMENT CORPORATION LIMITED,ROC Ernakulam,Company limited by shares,Union government company,Private,500000.00,500000.00,2018-10-11,"SECRETARIAT   BLOCK V,KAVARATTI,Lakshadweep,Lakshadweep,682555-India",Unlisted,Active,lakshadweep,Indian,92490,"Community, personal and Social Services"
U55101LD2024PTC024411,LA MER RESORTS PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2024-07-27,"MULLICHETTA HOUSE,SANDY BEACH COMPLEX,Lakshadweep,Lakshadweep,Lakshadweep,682555-India",Unlisted,Active,lakshadweep,Indian,55101,"Transport, storage and Communications"
U10209LD2023PTC024404,MEER MAJID AGRO AND FISHERIES PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-09-25,"NO 05627, BAITHUL NAZEEB,,ANDROTH ISLAND,,Lakshadweep,Lakshadweep,Lakshadweep,682551-India",Unlisted,Active,lakshadweep,Indian,10209,Manufacturing (Food stuffs)
U05004LD1987GOI004937,LAKSHADWEEP DEVELOPMENT CORPORATION LIMITED,ROC Ernakulam,Company limited by shares,Union government company,Private,100000000.00,65041000.00,1987-12-22,"BOTANICAL GARDENSBOTANICAL GARDENS   KAVARATTI,LAKSHADWEEP,Lakshadweep,Lakshadweep,682555-India",Unlisted,Active,lakshadweep,Indian,05004,Agriculture and Allied Activities
U92490LD2022PTC024330,LAKSHADWEEP SCUBA ADVENTURES PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,1000000.00,500000.00,2022-11-25,"NO57/1 LAKSHDWEEP SCUBA ADVENTURES BEACH ROAD,   NEAR MOHIDHEEN PALLI KAVARATTI LAKSHADWE,EP,Lakshadweep,Lakshadweep,Lakshadweep,682555-India",Unlisted,Active,lakshadweep,Indian,92490,"Community, personal and Social Services"
U55100LD2015PTC019310,WHITESANDS GLOBAL CONSULTANTS PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,5000000.00,4988000.00,2015-05-20,"PUTHIYAVEED, NEAR GOVERNMENT HOUSE   WARD I, BLOCK II, KAVARATTI ISLAND,KAVARATTI,Lakshadweep,Lakshadweep,682555-India",Unlisted,Active,lakshadweep,Indian,55100,Trading
U78100LD2025PTC024413,EAGLE RAY TRANS INDIA PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,100000.00,100000.00,2025-03-17,"Dharul Aman Indhiragandhi,Nagar/Air Block 5 Ward 10,Lakshadweep,Lakshadweep,Lakshadweep,682555-India",Unlisted,Active,lakshadweep,Indian,78100,"Community, personal and Social Services"
U52399LD2022PTC024325,AIN'S GREEN INITIATIVES PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,10000.00,10000.00,2022-01-05,"C/o C.P.Abdul Kader Rahmath Manzil   Mecheri Androth island ut of lakshadweep,ANDROTH,Lakshadweep,Lakshadweep,682551-India",Unlisted,Active,lakshadweep,Indian,52399,Trading
U99999LD1947PLC005754,SOAP MANUFACTURERS ASSSOCIATION OF BOMBAY.,ROC Goa,Company limited by guarantee,Non-government company,Public,0.00,0.00,1947-05-10,"NA,NA,Lakshadweep,NA-India",Unlisted,Active,lakshadweep,Indian,99999,"Community, personal and Social Services"
U51900LD2010PTC019309,MURAADHU MARITIME SERVICES AND TRADING COMPANY PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,100000.00,100000.00,2010-07-07,"DOOR NO. 1/178, GREEN FIELD   MOUVALU,MINICOY ISLAND,Lakshadweep,Lakshadweep,682559-India",Unlisted,Strike Off,lakshadweep,Indian,51900,Trading
U55101LD2024PTC024406,LAKSHA BAY RESORTS PRIVATE LIMITED,ROC Ernakulam,Company limited by shares,Non-government company,Private,1000000.00,400000.00,2024-01-19,"Kolipura,Lakshadweep,Lakshadweep,Lakshadweep,682553-India",Unlisted,Active,lakshadweep,Indian,55101,"Transport, storage and Communications"
