CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U51909HP2021PTC008612,GREENLEAF SALES AND SERVICES PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2021-06-10,"VILLAGE KOTHON, P.O SHAMTI   OACHGHAT SOLAN,SOLAN,Solan,Himachal Pradesh,173212-India",Unlisted,Active,himachal pradesh,Indian,51909,Trading
U70101HP1997PTC019739,CHAUHAN COMPLEX AND ESTATES PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,2000000.00,100000.00,1997-04-08,"PLOT NO  1 SECTOR IIPARWANOO   SOLAN,HIMACHAL PRADESH,Solan,Himachal Pradesh,173320-India",Unlisted,Strike Off,himachal pradesh,Indian,70101,Real Estate and Renting
U85499HP2024PTC010605,APVISION CONSULTANCY SERVICE PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,500000.00,100000.00,2024-01-22,"VILL-POST- UPPER BEHALI,,Tehsil, Sunder Nagar,Sunder Nagar,Mandi,Himachal Pradesh,175019-India",Unlisted,Active,himachal pradesh,Indian,85499,"Community, personal and Social Services"
U29299HP1999PTC022280,OCHA PINE FUEL PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,100000.00,2000.00,1999-02-24,"INDUUSTRIAL AREA NAGROTABAGWAN TEH & DISTT   KANGRA,H P,Himachal Pradesh,000000-India",Unlisted,Strike Off,himachal pradesh,Indian,29299,Manufacturing (Machinery and Equipments)
U45202HP1972PTC010197,ASHOKA ALLOY STEELS PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,30000000.00,20001000.00,1972-01-15,"VILLAGE MISHERWALAPOANTA SAHIB   DISTT  SIRMOUR,HIMACHAL PRADESH,Himachal Pradesh,000000-India",Unlisted,Active,himachal pradesh,Indian,45202,Construction
U45202HP2006PTC029876,KATHLA HYDRO ENERGIES PVT LTD,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2006-03-10,"G T ROADGAGGAL   KANGRA,HIMACHAL PRADESH,Himachal Pradesh,000000-India",Unlisted,Strike Off,himachal pradesh,Indian,45202,Construction
U45202HP2006PTC030155,SPRING HILLS OACKERS PVT LTD,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,100000.00,100000.00,2006-04-27,"VILL CHETRANP O BIDERWAL   DIST UNA,H P,Himachal Pradesh,000000-India",Unlisted,Strike Off,himachal pradesh,Indian,45202,Construction
U45209HP2011PTC031593,SANVI INFRATECH PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-03-10,"R/O SANTOSH BHAWAN, BASAL ROAD,   WARD NO-4, CHAMBAGHAT SOLAN (H.P)-173213,SOLAN,Solan,Himachal Pradesh,173213-India",Unlisted,Active,himachal pradesh,Indian,45209,Construction
U45209HP2011PTC031605,LAMBER CONSTRUCTIONS PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-03-25,"Village Lamber, P.O. Thangi   Tehsil Moorang,,Kinnaur,Kinnaur,Himachal Pradesh,172109-India",Unlisted,Strike Off,himachal pradesh,Indian,45209,Construction
U45209HP2011PTC031708,UTKARSH INFRACOM PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,500000.00,100000.00,2011-07-19,"House Number 65/5   Haripur Colony,Sunder Nagar,Mandi,Himachal Pradesh,175018-India",Unlisted,Strike Off,himachal pradesh,Indian,45209,Construction
U45209HP2011PTC031720,MAANTALAI CONSTRUCTION COMPANY PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-08-02,"VILLAGE AND POST OFFICE BAJAURA   TEHSIL AND DISTRICT KULLU,KULLU,Himachal Pradesh,172125-India",Unlisted,Active,himachal pradesh,Indian,45209,Construction
U72200HP1985PTC006567,MOHAN ENGINEERING PRODUCTS PVT LTD,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,300000.00,300000.00,1985-11-29,"INDUSTRIAL AREAMEHATPUR,H P,Himachal Pradesh,000000-India",Unlisted,Strike Off,himachal pradesh,Indian,72200,Business Services
U72200HP2011PTC031546,AVANT GARDE DIGITAL SERVICES PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-01-20,"ADITYA NEGI BHAVAN   NEAR CEMETERY GATE,KAMLA NAGAR,Himachal Pradesh,171006-India",Unlisted,Active,himachal pradesh,Indian,72200,Business Services
U80902HP2021PTC008687,AISHANA MARINE AND CONSULTANTS PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,100000.00,10000.00,2021-07-16,"C/O PARDEEP KUMAR, V.P.O DAHAB   TEHSIL FATEHPUR,FATEHPUR,Kangra,Himachal Pradesh,176051-India",Unlisted,Active,himachal pradesh,Indian,80902,"Community, personal and Social Services"
U25191HP2020PTC008226,DATANIMICS TECHNOLOGIES PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2020-11-24,"DOHRU MOHALLA VILLAGE AIMA PALAMPUR   KANGRA HIMACHAL PRADESH,KANGRA,Kangra,Himachal Pradesh,176061-India",Unlisted,Active,himachal pradesh,Indian,25191,"Manufacturing (Metals and Chemicals, and products thereof)"
U25199HP2007PTC030819,ADDINATH RUBBERS PRIVATE LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,20000000.00,20000000.00,2007-12-31,"VILL NANGAL KALAN   TEH HAROLI,UNA,Himachal Pradesh,174301-India",Unlisted,Under Liquidation,himachal pradesh,Indian,25199,"Manufacturing (Metals and Chemicals, and products thereof)"
U27100HP2006PTC030237,HIM ENGINEERING COMPANY PVT LTD,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,100000.00,100000.00,2006-05-18,"64 MIGSECTOR 1   PARWANOO,SOLAN,Himachal Pradesh,000000-India",Unlisted,Strike Off,himachal pradesh,Indian,27100,"Manufacturing (Metals and Chemicals, and products thereof)"
U24231HP1978PTC003811,R.C. CHEMICALS PVT LTD,ROC Himachal Pradesh,Company limited by shares,Non-government company,Private,500000.00,90600.00,1978-02-28,"VILLAGE HARDASPURADISTT CHAMBA,H P,Himachal Pradesh,000000-India",Unlisted,Active,himachal pradesh,Indian,24231,"Manufacturing (Metals and Chemicals, and products thereof)"
U24232HP1987PLC007343,DEEPAK SACKS LIMITED,ROC Himachal Pradesh,Company limited by shares,Non-government company,Public,1000000.00,700.00,1987-03-10,"    UNA,HIMACHAL PRADESH,Himachal Pradesh,000000-India",Unlisted,Strike Off,himachal pradesh,Indian,24232,"Manufacturing (Metals and Chemicals, and products thereof)"
