CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U52291JK2023PTC015023,MC MUNDI TRAVELS PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-09-04,"C/O MUZAMIL NAZIR,SHOP AT RESHANHAR EIDGAH,Srinagar,Srinagar,Jammu & Kashmir,190002-India",Unlisted,Active,jammu & kashmir,Indian,52291,"Transport, storage and Communications"
U52291JK2024PTC016659,HEAVENSGAZE KEYTOTRAVELS PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1500000.00,120000.00,2024-11-27,"C/O ABDUL MADEED KHAN,PANKISPORA LALAD,Sorore,Baramulla,Jammu & Kashmir,193201-India",Unlisted,Active,jammu & kashmir,Indian,52291,"Transport, storage and Communications"
U52291JK2025PTC017254,AI AQSA INTERNATIONAL PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,100000.00,10000.00,2025-04-09,"IST FLOOR ZEBA COMPLEX,IQBAL MARKET, KUPWARA,Kupwara,Kupwara,Jammu & Kashmir,193222-India",Unlisted,Active,jammu & kashmir,Indian,52291,"Transport, storage and Communications"
U52300JK2022PTC013884,HLOP KASHMIR IMPEX PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1500000.00,10000.00,2022-10-07,"C/o MAHRUKH IRSHAD NASEEM   BAGH,BARAMULLA,Baramula,Jammu & Kashmir,193101-India",Unlisted,Active,jammu & kashmir,Indian,52300,Trading
U52335JK2019PTC011025,B.U COMBINES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,10000000.00,5000000.00,2019-05-24,"Opp. Old Battle Tank   Badami Bagh NH1A,Srinagar,Srinagar,Jammu & Kashmir,190004-India",Unlisted,Active,jammu & kashmir,Indian,52335,Trading
U52500JK2022PTC014094,JYOTIRGAMYA CREATIONS PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-12-19,"C/O RACHANA RANI   81 WARD NO 4,VIJAYPUR,Jammu,Jammu & Kashmir,184120-India",Unlisted,Active,jammu & kashmir,Indian,52500,Trading
U52520JK2020PTC011388,ZEEBARAN SERVICES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-02-25,"C/o Adil Yousoof Sheikh   THOOKERPORA, IMMOH, ACHABAL,ANANTNAG,Anantnag,Jammu & Kashmir,192101-India",Unlisted,Active,jammu & kashmir,Indian,52520,Trading
U52609JK2017PTC010136,ESHMUN PHARMACIES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2017-09-26,"SEC-281/2   CHANNI HIMMAT,JAMMU,Jammu,Jammu & Kashmir,180011-India",Unlisted,Active,jammu & kashmir,Indian,52609,Trading
U52609JK2019PTC010859,TUCSI BUSINESS VENTURES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,100000.00,50000.00,2019-02-27,"HOUSE NO.14,ALLHA RAKHA   ASRARABAD,SIDHRA,JAMMU,Jammu,Jammu & Kashmir,180001-India",Unlisted,Active,jammu & kashmir,Indian,52609,Trading
U52609JK2019PTC011199,MECRAAZ FASHION PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-10-07,"HOUSE NO 510 ,WARD NO 37   NEAR GOVT GIRLS HIGH SCHOOL, JANIPUR COL,ONY,JAMMU,Jammu,Jammu & Kashmir,180007-India",Unlisted,Active,jammu & kashmir,Indian,52609,Trading
U52609JK2021OPC012547,TRUEFAITH VENTURES (OPC) PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,One Person Company,1500000.00,100000.00,2021-07-17,"H.No 99 SEC-2 BLOCK-D   POLICE COLONY SWARN VIHAR,JAMMU,Jammu,Jammu & Kashmir,181123-India",Unlisted,Active,jammu & kashmir,Indian,52609,Trading
U52609JK2022PTC013872,TRADESCALE INTERNATIONAL PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-09-29,"H. No. 1759, F, Last Morh, Jammu,Jammu,Jammu,Jammu & Kashmir,180004-India",Unlisted,Active,jammu & kashmir,Indian,52609,Trading
U74101JK2023PTC015231,KAERGAR ARTS AND CRAFTS PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2023-11-01,"C/O NAZIR AHMAD JOO,IMAM BADA LAL BAZAAR,Srinagar,Srinagar,Jammu & Kashmir,190023-India",Unlisted,Active,jammu & kashmir,Indian,74101,"Community, personal and Social Services"
U74101JK2024PTC016542,SHEHLA ARIF DESIGNER COLLECTION PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2024-10-08,"C/o Shehla Arif 2nd Floor,City Mall M.A ROad,Srinagar,Srinagar,Jammu & Kashmir,190001-India",Unlisted,Active,jammu & kashmir,Indian,74101,"Community, personal and Social Services"
