CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U00370DD1996PTC002164,VIKING INDUSTRIAL PRODUCTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,3000000.00,0.00,1996-08-20,"SHAKTI MAHALOPP. HOTEL MIRAMAR   DAMAN,NA,Daman and Diu,000000-India",Unlisted,Strike Off,daman and diu,Indian,00370,Others
U45200DD2011PTC004690,VISION BEYOND REALTY AND INFRASTRUCTURE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2011-02-15,"SHOP NO.1, DAMANIA HEIGHTS   BELOW BIG BUY SHOPPE, K.K. MARG,,NANI DAMAN,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,45200,Construction
U51909DD2014PTC004745,INDIAN OCEAN ENTERPRISE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-02-12,"H. NO.14-145/A7-S1   AIRPORT ROAD, KATHIRIA,NANI DAMAN,Daman,Daman and Diu,396210-India",Unlisted,Strike Off,daman and diu,Indian,51909,Trading
U74110DD2016PLC004771,EISEN CONSULTANCIES LIMITED,ROC Goa,Company limited by shares,Non-government company,Public,1000000.00,7000.00,2016-01-21,"Shop no. 5, Ground Floor, Opp Coast Guard Air   Station, Nr Sanskruti Apt, Airport Rd,,Nani Daman,Daman,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,74110,Business Services
U74950DD1992PLC001293,GLOBE PLAST INDUSTRIES LIMITED.,ROC Goa,Company limited by shares,Non-government company,Public,10000000.00,500000.00,1992-10-21,"PLOT NO.6,7,8,9 SURVEY NO.482   NEAR DABHEL CHECK POST, DAMAN.,DAMAN.,Daman and Diu,000000-India",Unlisted,Strike Off,daman and diu,Indian,74950,Business Services
U00006DD1971PTC000120,UMESH FISHERIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,265000.00,0.00,1971-06-18,"MAIN ROAD, DAMAN,VIA VAPI.,VIA VAPI.,Daman and Diu,000000-India",Unlisted,Strike Off,daman and diu,Indian,00006,Others
U17111DD1987PTC000706,SHAH THREADS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,2000.00,1987-01-30,"AVKAR BUILDING FLAT NO 1011ST FLOOR OPP KALIVIA   CHECK POST SOMNATH ROAD,DAMAN,Daman and Diu,396210-India",Unlisted,Under process of striking off,daman and diu,Indian,17111,Manufacturing (Textiles)
U36999DD2018PTC009834,TIME INNOVATIVE PRODUCTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-10-25,"S/F/213, Near Goa Bank   Kachigam,,DAMAN,Daman,Daman and Diu,396210-India",Unlisted,Strike Off,daman and diu,Indian,36999,Manufacturing (Others)
U40109DD1999PTC002725,WIND WORLD WIND FARMS (KERALA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,1999-08-31,"PLOT NO 33,DAMAN PATALIA ROAD   BHIMPORE,,DAMAN,Daman,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,40109,"Electricity, Gas and Water companies"
U22203DD2024PTC010034,SATYU EXPORTERS INDIA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2024-02-09,"S.no 380/1, Plot no. 16-C,Modern Ind.Estat,Kachigam,Daman,Daman,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,22203,"Manufacturing (Metals and Chemicals, and products thereof)"
U24100DD2018PTC009822,AROMENTIS LABORATORIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2018-05-25,"SurveyNo732/1,S/3A,AvisUdyogBhavanA,NearRinganwada,DABHEL,Daman,Daman and Diu,396215-India",Unlisted,Active,daman and diu,Indian,24100,"Manufacturing (Metals and Chemicals, and products thereof)"
U24246DD1992PTC001199,MILAN COSMETICS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,1425000.00,1992-02-14,"PLOT NO. 19 & 20SUPREME INDUSTRIAL ESTATE   BHIMPORE NANI DAMAN,DAMAN (U.T),Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,24246,"Manufacturing (Metals and Chemicals, and products thereof)"
U27400DD2023PTC010020,ZENIVO OPTOELECTRONICS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,500000.00,2023-08-19,"Survey no 370/2(6) Opp.,PSL Facto, Kachigam Road,Daman,Daman,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,27400,Manufacturing (Machinery and Equipments)
U45201DD2018PTC009829,CHICKIE BIRDS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-07-23,"H NO 2209/30 FLAT NO 701, ANURADHA   COMPLEX, MASHAL CHOWK NANI DAMAN,DAMAN,Daman,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,45201,Construction
U74920DD1998PTC002583,COPS PROTECTION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,102000.00,1998-07-30,"OPP BUS STAND, SOMNATH   DABHEL, DAMAN,DAMAN,Daman and Diu,396210-India",Unlisted,Strike Off,daman and diu,Indian,74920,Business Services
U74999DD2018PTC009812,SEEDELECTRON PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2018-02-15,"House No.2/267/A   4th -1, Rana Street,NANI DAMAN,Daman,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,74999,Business Services
U00367DD1995PTC001943,ACMA COMPUTERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,0.00,1995-10-10,"OPP. RASMITILES,VAPI DAMAN ROAD,   DABHEL, DAMAN.,DABHEL, DAMAN.,Daman and Diu,000000-India",Unlisted,Under process of striking off,daman and diu,Indian,00367,Others
U31200DD1994PTC001893,MGM METALLISERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,20000000.00,18138910.00,1994-06-07,"PLOT NO 47DABHEL INDUSTRIAL COOP  SOC   DABHELI DAMAN,DAMAN & DIU,Daman and Diu,396210-India",Unlisted,Amalgamated,daman and diu,Indian,31200,Manufacturing (Machinery and Equipments)
U15500DD2021PTC009893,PANACHE DISTILLERY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,105000.00,105000.00,2021-05-18,"H No  2134/1 Ground Floor RAM NIWAS,   Near Karan Complex Main Road Dunetha,,Daman,Daman,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,15500,Manufacturing (Food stuffs)
U36993DD1996PLC002129,SOLARIS COSMETICS LIMITED,ROC Goa,Company limited by shares,Non-government company,Public,1000000.00,553000.00,1996-07-02,"13/710/C  SHREEJI KRUPAWAD CHOWKY   VAPI   DAMAN ROAD,DAMAN,Daman and Diu,396210-India",Unlisted,Strike Off,daman and diu,Indian,36993,Manufacturing (Others)
U40102DD2009PTC004677,VAAYU (INDIA) POWER CORPORATION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,3600000000.00,3520000000.00,2009-11-12,"PLOT NO. 33, DAMAN PATALIA ROAD,   BHIMPORE,DAMAN,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,40102,"Electricity, Gas and Water companies"
U15490DD2019PTC009841,KAI LIQUID SPIRITS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,600000.00,2019-02-05,"House No. 1303/19, Shop No. 2,   Dunetha Village,,NANI DAMAN,Daman,Daman and Diu,396210-India",Unlisted,Strike Off,daman and diu,Indian,15490,Manufacturing (Food stuffs)
U65923DD1996PTC002181,KHEMANI FIN-STOCK PRIVATE LIMITED.,ROC Goa,Company limited by shares,Non-government company,Private,100000000.00,12001500.00,1996-09-03,"RINGANWADA,   KACHIGAM ROAD,DAMAN,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,65923,Finance
U72200DD2003PTC003291,TECHKNOWLEDGY INTERACTIVE PARTNERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2003-09-19,"2/182VANIA WARD   NANI DAMAN,DAMAN,Daman and Diu,396210-India",Unlisted,Active,daman and diu,Indian,72200,Business Services
